policy_number,client_name,client_type,carrier_name,category,sub_category,issue_date,expiry_date,premium_amount,policy_status,distribution_channel,region,claim_amount,claim_status,commission_earned
POL-23190150,Hegde-Nayak,Corporate/B2B,ICICI Lombard,Motor,4W,2025-12-03,2026-01-02,17686.99,Cancelled,Broker,Gujarat,0.0,No Claim,1857.13
POL-70059329,Yashoda Cheema,Individual/B2C,New India Assurance,Motor,2W,2026-05-20,2026-08-01,30168.6,Cancelled,Online,Delhi,0.0,No Claim,2534.16
POL-37124386,Yashoda Cheema,Individual/B2C,ICICI Lombard,Motor,2W,2026-02-26,2026-11-30,45880.77,Expired,Agency,Delhi,0.0,No Claim,7065.64
POL-83763319,Yashoda Cheema,Individual/B2C,HDFC ERGO,Motor,2W,2024-08-03,2024-09-21,27897.42,Renewed,Broker,Delhi,0.0,No Claim,2510.77
POL-26950814,Dhawan-Modi,Corporate/B2B,United India,Home,Damage,2025-07-03,2025-12-26,9968.65,Renewed,Broker,Tamil Nadu,0.0,No Claim,1106.52
POL-29267638,Dhawan-Modi,Corporate/B2B,New India Assurance,Home,Damage,2026-02-20,2027-01-14,33782.05,Cancelled,Online,Tamil Nadu,0.0,No Claim,5641.6
POL-16900153,Dhawan-Modi,Corporate/B2B,United India,Home,Theft,2025-05-27,2026-01-22,48630.02,Expired,Online,Tamil Nadu,0.0,No Claim,6856.83
POL-49052014,Kapoor-Ram,Corporate/B2B,HDFC ERGO,Motor,2W,2025-07-21,2025-08-24,14495.48,Renewed,Broker,Tamil Nadu,0.0,No Claim,1580.01
POL-68435067,Kapoor-Ram,Corporate/B2B,ICICI Lombard,Motor,CV,2025-05-13,2026-01-27,20734.13,Cancelled,Direct,Tamil Nadu,0.0,No Claim,3649.21
POL-40238722,Kapoor-Ram,Corporate/B2B,United India,Health,Group Medi,2025-07-19,2025-08-22,7365.11,Active,Broker,Tamil Nadu,0.0,No Claim,957.46
POL-94710045,Kapoor-Ram,Corporate/B2B,Bajaj Allianz,Travel,Flight,2025-11-13,2026-01-05,18391.97,Expired,Agency,Tamil Nadu,0.0,No Claim,2078.29
POL-95656820,Kapoor-Ram,Corporate/B2B,Bajaj Allianz,Travel,Flight,2025-08-14,2026-01-20,7368.5,Renewed,Agency,Tamil Nadu,0.0,No Claim,596.85
POL-44910619,Tella-Kumar,Corporate/B2B,Bajaj Allianz,Health,Individual,2024-08-22,2025-06-21,19053.75,Renewed,Broker,Tamil Nadu,0.0,No Claim,2057.8
POL-36557597,Tella-Kumar,Corporate/B2B,ICICI Lombard,Motor,2W,2025-05-25,2026-04-27,41428.79,Expired,Agency,Tamil Nadu,0.0,No Claim,7291.47
POL-31110871,Tella-Kumar,Corporate/B2B,Bajaj Allianz,Motor,4W,2024-12-21,2025-07-24,34412.58,Active,Broker,Tamil Nadu,0.0,No Claim,5746.9
POL-97238718,Mahal Inc,Corporate/B2B,HDFC ERGO,Motor,2W,2025-04-27,2025-04-28,14643.21,Cancelled,Direct,Maharashtra,0.0,No Claim,2357.56
POL-34513389,"Sarraf, Dayal and Bhargava",Corporate/B2B,New India Assurance,Home,Damage,2025-02-24,2025-08-04,40840.61,Active,Direct,Delhi,0.0,No Claim,3879.86
POL-70202659,"Sarraf, Dayal and Bhargava",Corporate/B2B,Bajaj Allianz,Motor,2W,2025-03-02,2025-03-20,39692.46,Cancelled,Agency,Delhi,0.0,No Claim,3334.17
POL-29549243,Veda Bora,Individual/B2C,United India,Home,Damage,2026-03-27,2026-12-27,41171.09,Active,Online,Uttar Pradesh,0.0,No Claim,5022.87
POL-40392027,Dhruv Bora,Individual/B2C,New India Assurance,Motor,CV,2025-08-31,2026-03-09,45206.04,Active,Broker,Gujarat,37972.63,Settled,6961.73
POL-21550539,Aashi Pillay,Individual/B2C,TATA AIG,Health,Group Medi,2025-10-06,2026-03-11,49138.88,Active,Direct,Delhi,0.0,No Claim,7419.97
POL-68089435,"Ramakrishnan, Khosla and Mani",Corporate/B2B,Bajaj Allianz,Travel,Overseas,2025-09-21,2026-06-19,44792.74,Cancelled,Online,West Bengal,0.0,No Claim,4300.1
POL-80062894,"Ramakrishnan, Khosla and Mani",Corporate/B2B,ICICI Lombard,Travel,Overseas,2026-04-16,2026-05-22,42407.36,Cancelled,Online,West Bengal,0.0,No Claim,4749.62
POL-42981944,Samuel Nadig,Individual/B2C,Bajaj Allianz,Health,Group Medi,2026-02-28,2026-06-22,28763.39,Active,Online,West Bengal,0.0,No Claim,3796.77
POL-91166796,Chatterjee-Sandal,Corporate/B2B,HDFC ERGO,Home,Theft,2026-02-21,2026-09-25,12125.86,Cancelled,Agency,Delhi,0.0,No Claim,1479.35
POL-50787291,Chatterjee-Sandal,Corporate/B2B,United India,Health,Group Medi,2024-12-01,2025-11-01,25594.6,Expired,Online,Delhi,0.0,No Claim,3020.16
POL-71348166,Muni Ltd,Corporate/B2B,ICICI Lombard,Travel,Overseas,2026-04-03,2026-10-19,23969.41,Renewed,Online,Uttar Pradesh,0.0,No Claim,2181.22
POL-7431009,Muni Ltd,Corporate/B2B,HDFC ERGO,Home,Damage,2025-01-23,2025-09-09,32592.87,Renewed,Agency,Uttar Pradesh,0.0,No Claim,4595.59
POL-84624801,Muni Ltd,Corporate/B2B,United India,Motor,4W,2024-09-20,2025-06-24,35416.22,Cancelled,Online,Uttar Pradesh,0.0,No Claim,4674.94
POL-98546190,Muni Ltd,Corporate/B2B,TATA AIG,Travel,Flight,2025-07-27,2025-08-04,8635.16,Renewed,Agency,Uttar Pradesh,0.0,No Claim,1329.81
POL-4369571,Muni Ltd,Corporate/B2B,HDFC ERGO,Travel,Flight,2026-03-08,2026-07-01,42474.62,Renewed,Direct,Uttar Pradesh,0.0,No Claim,6371.19
POL-34170483,Som and Sons,Corporate/B2B,New India Assurance,Motor,2W,2025-08-09,2025-10-14,11231.78,Cancelled,Online,Karnataka,7145.92,Registered,898.54
POL-80348141,Som and Sons,Corporate/B2B,United India,Motor,4W,2025-03-06,2025-09-23,45165.47,Expired,Broker,Karnataka,0.0,No Claim,7361.97
POL-62375426,Som and Sons,Corporate/B2B,United India,Health,Group Medi,2024-10-07,2024-12-05,40190.52,Cancelled,Broker,Karnataka,0.0,No Claim,6912.77
POL-49730993,Som and Sons,Corporate/B2B,HDFC ERGO,Motor,2W,2025-07-10,2025-08-29,15518.55,Renewed,Online,Karnataka,0.0,No Claim,2110.52
POL-25712150,Rayaan Datta,Individual/B2C,New India Assurance,Motor,CV,2026-05-24,2027-03-21,43697.84,Active,Direct,Karnataka,0.0,No Claim,6773.17
POL-93558121,Rayaan Datta,Individual/B2C,United India,Motor,2W,2024-08-20,2025-01-23,18988.35,Renewed,Online,Karnataka,0.0,No Claim,1689.96
POL-72177429,Rayaan Datta,Individual/B2C,Bajaj Allianz,Travel,Overseas,2025-06-19,2025-08-30,14772.86,Cancelled,Direct,Karnataka,0.0,No Claim,1285.24
POL-16417904,David Kibe,Individual/B2C,TATA AIG,Motor,4W,2025-09-30,2026-08-25,6157.81,Active,Online,Delhi,0.0,No Claim,979.09
POL-72530006,Swaminathan LLC,Corporate/B2B,Bajaj Allianz,Health,Individual,2025-02-16,2025-10-30,36176.19,Active,Broker,West Bengal,0.0,No Claim,3328.21
POL-80972916,Anamika Patel,Individual/B2C,Bajaj Allianz,Health,Group Medi,2025-10-28,2026-02-24,33017.62,Renewed,Online,Maharashtra,0.0,No Claim,4919.63
POL-70354606,Hamsini Apte,Individual/B2C,Bajaj Allianz,Travel,Overseas,2026-02-10,2027-01-17,26293.93,Renewed,Online,Karnataka,0.0,No Claim,3681.15
POL-17363875,Hamsini Apte,Individual/B2C,United India,Travel,Flight,2025-05-02,2026-04-30,33739.36,Cancelled,Broker,Karnataka,9068.73,Rejected,3171.5
POL-56341906,Hamsini Apte,Individual/B2C,New India Assurance,Motor,CV,2024-08-13,2025-06-05,19744.57,Expired,Agency,Karnataka,0.0,No Claim,2941.94
POL-70970015,Hamsini Apte,Individual/B2C,HDFC ERGO,Travel,Flight,2025-05-25,2026-03-05,46131.48,Cancelled,Online,Karnataka,0.0,No Claim,7703.96
POL-82340279,Agastya Bahl,Individual/B2C,Bajaj Allianz,Motor,4W,2025-09-07,2026-05-02,13627.59,Renewed,Broker,Karnataka,0.0,No Claim,1294.62
POL-12730106,Agastya Bahl,Individual/B2C,United India,Health,Individual,2024-11-02,2025-02-18,40324.6,Expired,Online,Karnataka,0.0,No Claim,6693.88
POL-76477299,Agastya Bahl,Individual/B2C,HDFC ERGO,Health,Individual,2024-11-02,2025-02-28,8133.85,Cancelled,Broker,Karnataka,0.0,No Claim,870.32
POL-13647769,"Nagarajan, Mahal and Om",Corporate/B2B,HDFC ERGO,Home,Theft,2025-09-26,2026-04-07,44312.66,Renewed,Agency,Delhi,0.0,No Claim,4697.14
POL-76755365,Madhav Lala,Individual/B2C,New India Assurance,Motor,4W,2024-10-26,2025-05-22,38330.11,Renewed,Direct,West Bengal,37988.34,Under Review,6784.43
POL-46735576,Tejas Subramanian,Individual/B2C,Bajaj Allianz,Travel,Flight,2026-05-09,2027-04-02,34001.21,Renewed,Online,Gujarat,0.0,No Claim,4046.14
POL-30553488,Tejas Subramanian,Individual/B2C,Bajaj Allianz,Travel,Flight,2025-01-05,2025-12-14,15498.52,Renewed,Online,Gujarat,0.0,No Claim,1549.85
POL-8369019,Harshil Dixit,Individual/B2C,United India,Health,Group Medi,2026-06-09,2026-12-25,18246.23,Expired,Broker,Karnataka,0.0,No Claim,3174.84
POL-86354324,Yashawini Comar,Individual/B2C,HDFC ERGO,Travel,Overseas,2024-10-09,2025-04-21,27324.0,Cancelled,Direct,Tamil Nadu,34304.6,Under Review,3196.91
POL-38297735,Yashawini Comar,Individual/B2C,ICICI Lombard,Travel,Overseas,2026-01-27,2027-01-07,37419.83,Expired,Direct,Tamil Nadu,34503.18,Settled,6286.53
POL-59511957,Yashawini Comar,Individual/B2C,New India Assurance,Travel,Flight,2026-03-29,2027-01-08,20182.05,Expired,Online,Tamil Nadu,0.0,No Claim,3552.04
POL-68130679,Andra-Dutt,Corporate/B2B,ICICI Lombard,Travel,Overseas,2025-08-09,2026-01-02,16782.11,Cancelled,Online,West Bengal,0.0,No Claim,1778.9
POL-96553367,Andra-Dutt,Corporate/B2B,New India Assurance,Health,Individual,2024-09-05,2025-07-20,29785.27,Renewed,Broker,West Bengal,0.0,No Claim,3931.66
POL-14915875,Andra-Dutt,Corporate/B2B,United India,Motor,2W,2024-09-14,2024-12-20,14768.01,Cancelled,Agency,West Bengal,0.0,No Claim,1993.68
POL-7017847,Bala and Sons,Corporate/B2B,ICICI Lombard,Motor,CV,2025-11-12,2026-10-08,10348.68,Cancelled,Broker,Maharashtra,2508.08,Settled,1800.67
POL-86701027,Bala and Sons,Corporate/B2B,United India,Health,Group Medi,2026-02-05,2026-08-21,30558.3,Renewed,Online,Maharashtra,0.0,No Claim,2933.6
POL-92934174,Bala and Sons,Corporate/B2B,United India,Motor,CV,2025-05-23,2025-10-17,18041.97,Cancelled,Direct,Maharashtra,0.0,No Claim,2832.59
POL-35498992,Bala and Sons,Corporate/B2B,HDFC ERGO,Motor,4W,2025-10-01,2025-11-27,22539.74,Renewed,Online,Maharashtra,0.0,No Claim,2163.82
POL-91132233,Khanna-Issac,Corporate/B2B,New India Assurance,Health,Group Medi,2025-04-16,2025-06-20,20184.64,Active,Agency,Maharashtra,23885.59,Approved,3209.36
POL-57270460,Khanna-Issac,Corporate/B2B,TATA AIG,Motor,4W,2025-03-18,2026-01-20,17601.16,Cancelled,Broker,Maharashtra,0.0,No Claim,2182.54
POL-58700363,Saxena and Sons,Corporate/B2B,Bajaj Allianz,Health,Group Medi,2025-05-09,2026-04-01,11483.8,Expired,Agency,Uttar Pradesh,0.0,No Claim,1492.89
POL-30608546,Saxena and Sons,Corporate/B2B,HDFC ERGO,Health,Individual,2026-05-03,2026-06-25,31835.79,Active,Direct,Uttar Pradesh,0.0,No Claim,3183.58
POL-67659518,Saxena and Sons,Corporate/B2B,HDFC ERGO,Travel,Flight,2024-09-10,2025-08-27,46225.01,Renewed,Online,Uttar Pradesh,0.0,No Claim,4252.7
POL-61529804,Saxena and Sons,Corporate/B2B,United India,Motor,CV,2025-12-13,2026-07-14,37493.54,Active,Online,Uttar Pradesh,0.0,No Claim,5586.54
POL-34353055,Saxena and Sons,Corporate/B2B,Bajaj Allianz,Travel,Flight,2025-09-05,2026-07-23,25509.44,Active,Agency,Uttar Pradesh,0.0,No Claim,3163.17
POL-76306606,Faras Loke,Individual/B2C,United India,Motor,4W,2026-03-19,2026-12-14,23266.66,Expired,Online,Maharashtra,0.0,No Claim,2745.47
POL-94123756,Vedant Srinivas,Individual/B2C,HDFC ERGO,Motor,CV,2025-02-11,2025-07-22,5631.16,Cancelled,Online,Uttar Pradesh,0.0,No Claim,647.58
POL-73698638,Ekta Balakrishnan,Individual/B2C,TATA AIG,Travel,Flight,2025-08-13,2026-06-26,27980.27,Expired,Agency,Gujarat,0.0,No Claim,4532.8
POL-92657499,Isaiah Bhargava,Individual/B2C,TATA AIG,Travel,Flight,2024-10-04,2024-11-06,46318.05,Renewed,Online,West Bengal,1038.64,Under Review,4214.94
POL-90402908,Isaiah Bhargava,Individual/B2C,ICICI Lombard,Health,Group Medi,2025-09-24,2026-02-03,18744.32,Cancelled,Broker,West Bengal,22323.04,Under Review,2249.32
POL-94003880,Isaiah Bhargava,Individual/B2C,Bajaj Allianz,Home,Damage,2024-07-25,2024-08-16,43386.75,Cancelled,Agency,West Bengal,0.0,No Claim,7158.81
POL-95595265,Fitan Rai,Individual/B2C,United India,Motor,CV,2024-06-26,2024-12-06,40592.92,Renewed,Agency,West Bengal,0.0,No Claim,6048.35
POL-81102344,Yug Shanker,Individual/B2C,HDFC ERGO,Motor,2W,2026-02-23,2026-06-22,14534.92,Active,Broker,Gujarat,0.0,No Claim,1642.45
POL-68440358,Yug Shanker,Individual/B2C,United India,Home,Theft,2025-10-26,2026-07-01,47721.29,Cancelled,Broker,Gujarat,0.0,No Claim,7301.36
POL-89779931,Yug Shanker,Individual/B2C,New India Assurance,Home,Damage,2024-07-13,2025-07-10,23406.95,Renewed,Broker,Gujarat,0.0,No Claim,3230.16
POL-32584018,Yug Shanker,Individual/B2C,ICICI Lombard,Home,Damage,2024-06-28,2024-11-09,35088.95,Cancelled,Online,Gujarat,0.0,No Claim,3193.09
POL-34255702,Yug Shanker,Individual/B2C,HDFC ERGO,Health,Group Medi,2025-02-02,2025-02-08,16414.76,Expired,Direct,Gujarat,0.0,No Claim,2084.67
POL-58921844,Yug Shanker,Individual/B2C,ICICI Lombard,Travel,Flight,2025-08-11,2025-10-11,23051.2,Active,Online,Gujarat,0.0,No Claim,3181.07
POL-16428475,Yug Shanker,Individual/B2C,United India,Motor,4W,2024-10-11,2025-01-10,41657.24,Cancelled,Online,Gujarat,0.0,No Claim,4665.61
POL-10546419,"Brar, Vala and Memon",Corporate/B2B,TATA AIG,Motor,4W,2025-05-25,2025-10-30,49139.38,Cancelled,Online,Karnataka,0.0,No Claim,6142.42
POL-19135160,Vihaan Prasad,Individual/B2C,HDFC ERGO,Home,Theft,2025-08-31,2026-08-03,21132.84,Active,Direct,Gujarat,0.0,No Claim,3655.98
POL-35037259,Vihaan Prasad,Individual/B2C,United India,Health,Group Medi,2024-10-06,2025-08-01,16548.38,Expired,Agency,Gujarat,3974.24,Under Review,1605.19
POL-96240847,Vihaan Prasad,Individual/B2C,New India Assurance,Motor,CV,2025-07-24,2026-04-21,46081.27,Cancelled,Online,Gujarat,0.0,No Claim,7373.0
POL-38056729,Aggarwal-Sankar,Corporate/B2B,Bajaj Allianz,Motor,2W,2024-10-01,2024-12-26,17784.5,Expired,Broker,Uttar Pradesh,0.0,No Claim,3094.5
POL-28755925,Aggarwal-Sankar,Corporate/B2B,HDFC ERGO,Motor,4W,2026-03-07,2026-12-12,9238.85,Renewed,Agency,Uttar Pradesh,0.0,No Claim,896.17
POL-12971411,Aggarwal-Sankar,Corporate/B2B,United India,Travel,Overseas,2025-10-30,2026-02-04,27248.36,Active,Direct,Uttar Pradesh,16386.99,Settled,4686.72
POL-56612125,Lajita Parmar,Individual/B2C,New India Assurance,Home,Damage,2025-08-14,2025-10-31,16454.92,Cancelled,Broker,West Bengal,0.0,No Claim,1678.4
POL-19227350,Lajita Parmar,Individual/B2C,ICICI Lombard,Travel,Overseas,2024-07-16,2025-03-06,33974.01,Renewed,Agency,West Bengal,0.0,No Claim,5096.1
POL-12954208,Lajita Parmar,Individual/B2C,ICICI Lombard,Travel,Overseas,2025-06-01,2026-01-16,26998.32,Expired,Online,West Bengal,0.0,No Claim,3077.81
POL-94695642,Lajita Parmar,Individual/B2C,Bajaj Allianz,Motor,CV,2024-07-09,2024-09-04,33840.42,Renewed,Broker,West Bengal,4510.44,Under Review,5583.67
POL-19578092,Neha Arora,Individual/B2C,United India,Travel,Overseas,2025-03-23,2025-04-12,20690.49,Renewed,Broker,Tamil Nadu,0.0,No Claim,2917.36
POL-16350507,Neha Arora,Individual/B2C,HDFC ERGO,Travel,Overseas,2025-12-26,2026-10-02,28223.25,Expired,Direct,Tamil Nadu,0.0,No Claim,4995.52
POL-45879491,Neha Arora,Individual/B2C,United India,Home,Theft,2026-03-13,2026-06-19,15715.7,Renewed,Online,Tamil Nadu,28873.23,Under Review,2278.78
POL-86846192,Chakradhar Nagi,Individual/B2C,TATA AIG,Health,Group Medi,2025-08-18,2025-09-29,8734.61,Expired,Direct,Karnataka,0.0,No Claim,1231.58
POL-33318607,Chakradhar Nagi,Individual/B2C,ICICI Lombard,Motor,CV,2026-05-07,2026-06-05,22776.12,Cancelled,Agency,Karnataka,0.0,No Claim,3553.07
POL-99847445,Chauhan PLC,Corporate/B2B,New India Assurance,Home,Damage,2025-09-14,2025-12-22,13487.41,Expired,Broker,Tamil Nadu,0.0,No Claim,2117.52
POL-93188020,Chauhan PLC,Corporate/B2B,United India,Home,Theft,2024-08-07,2025-03-16,13139.98,Expired,Agency,Tamil Nadu,0.0,No Claim,1931.58
POL-18968596,Chauhan PLC,Corporate/B2B,Bajaj Allianz,Home,Theft,2025-07-22,2025-10-23,18651.3,Cancelled,Direct,Tamil Nadu,0.0,No Claim,1697.27
POL-84435114,Siya Toor,Individual/B2C,HDFC ERGO,Health,Group Medi,2025-04-21,2025-11-05,22250.69,Cancelled,Agency,Maharashtra,0.0,No Claim,2803.59
POL-64419608,Siya Toor,Individual/B2C,Bajaj Allianz,Health,Group Medi,2024-11-23,2025-05-21,20703.33,Cancelled,Direct,Maharashtra,0.0,No Claim,3602.38
POL-26401678,"Sem, Ghose and Padmanabhan",Corporate/B2B,United India,Motor,2W,2026-02-15,2026-06-08,46435.0,Active,Broker,Gujarat,0.0,No Claim,6965.25
POL-77111112,"Sem, Ghose and Padmanabhan",Corporate/B2B,TATA AIG,Motor,CV,2025-03-24,2026-03-14,8394.24,Renewed,Online,Gujarat,28058.7,Under Review,1385.05
POL-71222079,Caleb Agrawal,Individual/B2C,ICICI Lombard,Travel,Flight,2024-10-23,2025-07-25,28984.81,Active,Broker,Delhi,0.0,No Claim,3739.04
POL-52372752,Caleb Agrawal,Individual/B2C,New India Assurance,Motor,4W,2025-05-27,2026-01-15,26624.44,Renewed,Agency,Delhi,0.0,No Claim,3168.31
POL-16760543,Caleb Agrawal,Individual/B2C,Bajaj Allianz,Motor,4W,2025-09-09,2026-01-08,35433.4,Renewed,Broker,Delhi,0.0,No Claim,3685.07
POL-1789530,Caleb Agrawal,Individual/B2C,New India Assurance,Travel,Overseas,2026-05-30,2027-02-01,46742.01,Active,Agency,Delhi,0.0,No Claim,5702.53
POL-97425651,Caleb Agrawal,Individual/B2C,New India Assurance,Travel,Overseas,2026-05-12,2027-03-30,24080.39,Expired,Online,Delhi,0.0,No Claim,2697.0
POL-96414924,Gour LLC,Corporate/B2B,Bajaj Allianz,Home,Damage,2026-04-15,2027-01-20,48868.7,Cancelled,Agency,Delhi,39803.01,Under Review,5717.64
POL-809961,Daniel Batra,Individual/B2C,New India Assurance,Travel,Flight,2024-06-23,2025-01-28,39768.93,Expired,Agency,Uttar Pradesh,0.0,No Claim,3897.36
POL-64213250,Srinivas Inc,Corporate/B2B,United India,Travel,Flight,2025-06-23,2025-11-28,32638.05,Renewed,Direct,Tamil Nadu,9569.06,Under Review,3883.93
POL-99744719,Srinivas Inc,Corporate/B2B,New India Assurance,Health,Individual,2026-05-16,2026-07-17,30685.2,Cancelled,Broker,Tamil Nadu,39421.93,Registered,4019.76
POL-71624276,Srinivas Inc,Corporate/B2B,TATA AIG,Home,Damage,2024-09-06,2025-07-08,46717.9,Expired,Direct,Tamil Nadu,0.0,No Claim,6447.07
POL-53270141,Jason Kuruvilla,Individual/B2C,New India Assurance,Motor,CV,2025-08-02,2025-10-31,21173.8,Expired,Agency,Uttar Pradesh,0.0,No Claim,2689.07
POL-90305724,Jason Kuruvilla,Individual/B2C,ICICI Lombard,Home,Theft,2025-11-28,2026-10-12,17493.85,Cancelled,Agency,Uttar Pradesh,0.0,No Claim,1644.42
POL-79415628,Jason Kuruvilla,Individual/B2C,ICICI Lombard,Travel,Overseas,2026-04-09,2027-01-08,11608.02,Expired,Agency,Uttar Pradesh,0.0,No Claim,1276.88
POL-35379943,Harshil Sawhney,Individual/B2C,Bajaj Allianz,Motor,CV,2026-04-24,2027-01-25,24258.46,Active,Direct,Maharashtra,0.0,No Claim,4148.2
POL-42876150,Harshil Sawhney,Individual/B2C,New India Assurance,Home,Theft,2024-08-08,2024-10-06,30105.21,Expired,Agency,Maharashtra,0.0,No Claim,4214.73
POL-42869378,Triya Bhatnagar,Individual/B2C,ICICI Lombard,Travel,Flight,2024-08-28,2025-02-02,25058.8,Expired,Online,Uttar Pradesh,0.0,No Claim,4310.11
POL-89556168,Triya Bhatnagar,Individual/B2C,ICICI Lombard,Home,Damage,2025-08-02,2025-10-03,26221.22,Cancelled,Broker,Uttar Pradesh,29636.39,Under Review,3697.19
POL-98230752,Triya Bhatnagar,Individual/B2C,TATA AIG,Motor,2W,2025-12-15,2026-02-07,24943.51,Expired,Online,Uttar Pradesh,0.0,No Claim,2419.52
POL-55762615,Triya Bhatnagar,Individual/B2C,HDFC ERGO,Motor,2W,2025-03-01,2026-02-16,29028.3,Expired,Direct,Uttar Pradesh,0.0,No Claim,3047.97
POL-57178702,Triya Bhatnagar,Individual/B2C,Bajaj Allianz,Motor,4W,2025-12-25,2026-08-14,36544.21,Active,Broker,Uttar Pradesh,0.0,No Claim,4092.95
POL-44777495,Megha Mukhopadhyay,Individual/B2C,TATA AIG,Health,Group Medi,2025-11-14,2026-03-13,33479.04,Active,Broker,West Bengal,0.0,No Claim,4988.38
POL-18461778,Megha Mukhopadhyay,Individual/B2C,Bajaj Allianz,Health,Individual,2024-12-13,2024-12-29,16585.58,Cancelled,Direct,West Bengal,0.0,No Claim,1758.07
POL-60491196,Megha Mukhopadhyay,Individual/B2C,ICICI Lombard,Motor,4W,2025-09-02,2026-01-14,6272.42,Cancelled,Broker,West Bengal,18893.96,Registered,784.05
POL-64789873,Sabharwal Group,Corporate/B2B,HDFC ERGO,Health,Group Medi,2024-09-16,2025-06-26,29703.83,Expired,Broker,Gujarat,18157.73,Under Review,3237.72
POL-97838261,Sabharwal Group,Corporate/B2B,Bajaj Allianz,Home,Damage,2025-09-03,2025-10-31,9764.92,Renewed,Broker,Gujarat,0.0,No Claim,1142.5
POL-81470922,Sabharwal Group,Corporate/B2B,TATA AIG,Home,Damage,2025-01-17,2025-11-12,15140.45,Active,Agency,Gujarat,0.0,No Claim,1468.62
POL-53559172,Sabharwal Group,Corporate/B2B,HDFC ERGO,Motor,4W,2025-05-01,2025-11-06,41788.09,Cancelled,Broker,Gujarat,0.0,No Claim,5766.76
POL-72160458,Ethan Goel,Individual/B2C,ICICI Lombard,Home,Damage,2024-11-22,2025-03-11,36870.5,Renewed,Online,Delhi,0.0,No Claim,6120.5
POL-30945347,Ethan Goel,Individual/B2C,TATA AIG,Motor,CV,2025-05-15,2026-05-14,13391.13,Renewed,Direct,Delhi,0.0,No Claim,1205.2
POL-53842089,Gaurika Gokhale,Individual/B2C,HDFC ERGO,Motor,2W,2026-03-29,2027-03-25,37908.03,Active,Online,Tamil Nadu,0.0,No Claim,5193.4
POL-3041079,"Sarkar, Samra and Kala",Corporate/B2B,Bajaj Allianz,Motor,4W,2024-09-02,2025-07-26,35412.84,Renewed,Broker,Karnataka,0.0,No Claim,2939.27
POL-18052712,"Sarkar, Samra and Kala",Corporate/B2B,New India Assurance,Home,Theft,2024-11-18,2025-07-21,36602.36,Expired,Broker,Karnataka,0.0,No Claim,4977.92
POL-92615032,"Sarkar, Samra and Kala",Corporate/B2B,TATA AIG,Travel,Overseas,2025-05-28,2025-08-10,37526.88,Expired,Agency,Karnataka,0.0,No Claim,5666.56
POL-83467343,Bahadurjit Wali,Individual/B2C,United India,Motor,2W,2025-12-22,2026-11-06,5200.43,Renewed,Online,Uttar Pradesh,0.0,No Claim,847.67
POL-32762784,Bahadurjit Wali,Individual/B2C,United India,Home,Theft,2025-04-20,2025-05-12,17227.4,Cancelled,Broker,Uttar Pradesh,0.0,No Claim,1533.24
POL-60613208,Viraj Mitter,Individual/B2C,New India Assurance,Travel,Flight,2026-03-10,2026-04-03,39435.63,Cancelled,Broker,Delhi,26199.87,Under Review,4771.71
POL-91784349,Viraj Mitter,Individual/B2C,TATA AIG,Motor,2W,2025-07-02,2025-11-25,21507.45,Expired,Agency,Delhi,0.0,No Claim,3398.18
POL-3327485,Owen Bhavsar,Individual/B2C,TATA AIG,Motor,4W,2024-09-23,2025-06-22,5640.14,Expired,Online,Gujarat,11244.75,Approved,631.7
POL-95938542,Owen Bhavsar,Individual/B2C,ICICI Lombard,Motor,2W,2025-05-26,2025-11-28,42022.65,Renewed,Agency,Gujarat,29447.42,Settled,6471.49
POL-95566355,Yasti Wali,Individual/B2C,Bajaj Allianz,Motor,2W,2025-03-08,2025-06-29,30999.03,Expired,Broker,Karnataka,0.0,No Claim,4618.86
POL-24328190,Kothari Group,Corporate/B2B,TATA AIG,Home,Damage,2026-04-13,2027-04-07,46483.2,Cancelled,Agency,Uttar Pradesh,0.0,No Claim,4229.97
POL-65587936,Kothari Group,Corporate/B2B,Bajaj Allianz,Health,Individual,2026-06-15,2026-07-17,12979.43,Cancelled,Agency,Uttar Pradesh,0.0,No Claim,1765.2
POL-67266136,Kothari Group,Corporate/B2B,New India Assurance,Motor,2W,2024-08-29,2025-04-26,31437.19,Renewed,Direct,Uttar Pradesh,0.0,No Claim,3615.28
POL-29685969,Kothari Group,Corporate/B2B,ICICI Lombard,Motor,4W,2024-10-11,2024-11-19,40393.24,Active,Online,Uttar Pradesh,0.0,No Claim,7230.39
POL-15282880,Kothari Group,Corporate/B2B,HDFC ERGO,Motor,CV,2025-11-04,2026-08-05,44934.01,Expired,Agency,Uttar Pradesh,0.0,No Claim,4178.86
POL-9952681,Kothari Group,Corporate/B2B,ICICI Lombard,Home,Damage,2026-04-15,2027-01-27,5221.7,Cancelled,Online,Uttar Pradesh,0.0,No Claim,626.6
POL-46147128,Adweta Mahal,Individual/B2C,ICICI Lombard,Travel,Overseas,2026-03-03,2026-06-27,41635.55,Active,Agency,Gujarat,35246.67,Rejected,6495.15
POL-88580195,Adweta Mahal,Individual/B2C,HDFC ERGO,Travel,Overseas,2024-08-10,2024-10-02,31099.55,Cancelled,Direct,Gujarat,22771.13,Registered,4944.83
POL-29821230,"Dubey, Sankaran and Butala",Corporate/B2B,TATA AIG,Motor,2W,2025-11-13,2026-08-30,29414.95,Active,Online,Maharashtra,11226.87,Registered,3323.89
